"Date","Price","Open","High","Low","Vol.","Change %"
"Jun 11, 2020","39.90","39.90","39.90","39.90","2.22K","0.00%"
"Jun 10, 2020","39.90","39.90","39.90","39.90","3.25K","0.00%"
"Jun 09, 2020","39.90","39.90","39.90","39.90","3.10K","0.00%"
"Jun 08, 2020","39.90","39.90","39.90","39.90","0.12K","0.00%"
"Jun 07, 2020","39.90","39.90","39.90","39.90","0.17K","0.00%"
"Jun 04, 2020","39.90","39.90","39.90","39.90","2.84K","0.00%"
"Jun 03, 2020","39.90","39.90","39.90","39.90","13.32K","-0.25%"
"Jun 02, 2020","40.00","39.90","40.80","39.90","104.79K","0.25%"
"Jun 01, 2020","39.90","39.90","40.30","39.90","151.14K","0.00%"
"May 31, 2020","39.90","39.90","39.90","39.90","10.70K","0.00%"
"Mar 29, 2020","39.90","39.90","39.90","39.90","76.44K","0.00%"
"Mar 25, 2020","39.90","39.90","39.90","39.90","76.44K","0.00%"
"Mar 24, 2020","39.90","39.90","39.90","39.90","13.22K","0.00%"
"Mar 23, 2020","39.90","39.90","39.90","39.90","47.42K","0.00%"
"Mar 22, 2020","39.90","42.00","42.00","39.90","17.19K","-5.00%"
"Mar 19, 2020","42.00","42.00","42.00","42.00","0.72K","17.65%"
"Mar 18, 2020","35.70","37.90","40.00","35.00","164.18K","-2.99%"
"Mar 16, 2020","36.80","39.90","41.00","36.40","196.98K","-7.77%"
"Mar 15, 2020","39.90","42.60","42.60","38.60","211.00K","-6.34%"
"Mar 12, 2020","42.60","44.20","44.20","42.30","199.20K","-4.05%"
"Mar 11, 2020","44.40","44.30","46.40","43.50","244.42K","0.91%"
"Mar 10, 2020","44.00","43.60","44.20","42.00","272.13K","4.51%"
"Mar 09, 2020","42.10","46.70","46.70","42.10","265.85K","-9.85%"
"Mar 08, 2020","46.70","48.60","48.90","46.50","95.27K","-2.51%"
"Mar 05, 2020","47.90","48.60","48.70","47.30","127.80K","-0.21%"
"Mar 04, 2020","48.00","49.70","50.70","47.30","251.06K","-2.04%"
